,Name,Analysis_item,Unit,Weight_per_unit,Content_per_unit,Content_per_unit_weight
28631,脆桃平均值,nicotine,mg,67.7克,0.54,0.37
28632,脆桃平均值,others,I.U.,67.7克,0.0,0.0
28633,脆桃平均值,others,g,67.7克,87.8,59.4
28634,脆桃平均值,others,kcal,67.7克,84.0,57.0
28635,脆桃平均值,others,mg,67.7克,137.0,93.0
28636,脆桃平均值,others,ug,67.7克,11.0,7.0
28637,脆桃平均值,protein,g,67.7克,0.9,0.6
28638,脆桃平均值,vitaminA,ug,67.7克,97.4,117.0
28639,脆桃平均值,vitaminB1,mg,67.7克,0.01,0.01
28640,脆桃平均值,vitaminB2,mg,67.7克,0.02,0.01
28641,脆桃平均值,vitaminB6,mg,67.7克,0.04,0.03
28642,脆桃平均值,vitaminC,mg,67.7克,6.1,4.1
28643,脆桃平均值,vitaminE,mg,67.7克,2.53,1.72
28644,脫水甘藍,Ca,mg,0.0克,285.0,0.0
28645,脫水甘藍,Fe,mg,0.0克,2.3,0.0
28646,脫水甘藍,K,mg,0.0克,635.0,0.0
28647,脫水甘藍,Mg,mg,0.0克,72.0,0.0
28648,脫水甘藍,Na,mg,0.0克,1351.0,0.0
28649,脫水甘藍,P,mg,0.0克,147.0,0.0
28650,脫水甘藍,Zn,mg,0.0克,1.0,0.0
28651,脫水甘藍,carbohydrate,g,0.0克,99.6,0.0
28652,脫水甘藍,fat,g,0.0克,0.1,0.0
28653,脫水甘藍,nicotine,mg,0.0克,1.33,0.0
28654,脫水甘藍,others,I.U.,0.0克,0.0,0.0
28655,脫水甘藍,others,g,0.0克,10.4,0.0
28656,脫水甘藍,others,kcal,0.0克,649.0,0.0
28657,脫水甘藍,others,mg,0.0克,4696.0,0.0
28658,脫水甘藍,others,ug,0.0克,0.0,0.0
28659,脫水甘藍,protein,g,0.0克,11.595,0.0
28660,脫水甘藍,vitaminA,ug,0.0克,0.0,0.0
28661,脫水甘藍,vitaminB1,mg,0.0克,0.13,0.0
28662,脫水甘藍,vitaminB2,mg,0.0克,0.07,0.0
28663,脫水甘藍,vitaminB6,mg,0.0克,1.72,0.0
28664,脫水甘藍,vitaminC,mg,0.0克,96.7,0.0
28665,脫水甘藍,vitaminE,mg,0.0克,1.17,0.0
28666,脫脂保久濃稠發酵乳(草莓&蘋果),Ca,mg,0.0克,67.0,0.0
28667,脫脂保久濃稠發酵乳(草莓&蘋果),Fe,mg,0.0克,0.1,0.0
28668,脫脂保久濃稠發酵乳(草莓&蘋果),K,mg,0.0克,146.0,0.0
28669,脫脂保久濃稠發酵乳(草莓&蘋果),Mg,mg,0.0克,11.0,0.0
28670,脫脂保久濃稠發酵乳(草莓&蘋果),Na,mg,0.0克,57.0,0.0
28671,脫脂保久濃稠發酵乳(草莓&蘋果),P,mg,0.0克,79.0,0.0
28672,脫脂保久濃稠發酵乳(草莓&蘋果),Zn,mg,0.0克,0.5,0.0
28673,脫脂保久濃稠發酵乳(草莓&蘋果),carbohydrate,g,0.0克,13.6,0.0
28674,脫脂保久濃稠發酵乳(草莓&蘋果),fat,g,0.0克,0.503,0.0
28675,脫脂保久濃稠發酵乳(草莓&蘋果),nicotine,mg,0.0克,0.9,0.0
28676,脫脂保久濃稠發酵乳(草莓&蘋果),others,I.U.,0.0克,0.0,0.0
28677,脫脂保久濃稠發酵乳(草莓&蘋果),others,g,0.0克,83.2,0.0
28678,脫脂保久濃稠發酵乳(草莓&蘋果),others,kcal,0.0克,136.0,0.0
28679,脫脂保久濃稠發酵乳(草莓&蘋果),others,mg,0.0克,3190.0,0.0
28680,脫脂保久濃稠發酵乳(草莓&蘋果),others,ug,0.0克,4.27,0.0
28681,脫脂保久濃稠發酵乳(草莓&蘋果),protein,g,0.0克,5.99,0.0
28682,脫脂保久濃稠發酵乳(草莓&蘋果),vitaminA,ug,0.0克,0.0,0.0
28683,脫脂保久濃稠發酵乳(草莓&蘋果),vitaminB1,mg,0.0克,0.04,0.0
28684,脫脂保久濃稠發酵乳(草莓&蘋果),vitaminB2,mg,0.0克,0.18,0.0
28685,脫脂保久濃稠發酵乳(草莓&蘋果),vitaminB6,mg,0.0克,0.01,0.0
28686,脫脂保久濃稠發酵乳(草莓&蘋果),vitaminC,mg,0.0克,0.0,0.0
28687,脫脂保久濃稠發酵乳(草莓&蘋果),vitaminE,mg,0.0克,0.03,0.0
28688,脫脂保久稀釋發酵乳,Ca,mg,0.0克,10.0,0.0
28689,脫脂保久稀釋發酵乳,Fe,mg,0.0克,0.0,0.0
28690,脫脂保久稀釋發酵乳,K,mg,0.0克,8.0,0.0
28691,脫脂保久稀釋發酵乳,Mg,mg,0.0克,1.0,0.0
28692,脫脂保久稀釋發酵乳,Na,mg,0.0克,28.0,0.0
28693,脫脂保久稀釋發酵乳,P,mg,0.0克,4.0,0.0
28694,脫脂保久稀釋發酵乳,Zn,mg,0.0克,0.4,0.0
28695,脫脂保久稀釋發酵乳,carbohydrate,g,0.0克,34.6,0.0
28696,脫脂保久稀釋發酵乳,fat,g,0.0克,0.1,0.0
28697,脫脂保久稀釋發酵乳,nicotine,mg,0.0克,0.0,0.0
28698,脫脂保久稀釋發酵乳,others,I.U.,0.0克,0.0,0.0
28699,脫脂保久稀釋發酵乳,others,g,0.0克,88.7,0.0
28700,脫脂保久稀釋發酵乳,others,kcal,0.0克,92.0,0.0
28701,脫脂保久稀釋發酵乳,others,mg,0.0克,0.0,0.0
28702,脫脂保久稀釋發酵乳,others,ug,0.0克,2.8,0.0
28703,脫脂保久稀釋發酵乳,protein,g,0.0克,0.1,0.0
28704,脫脂保久稀釋發酵乳,vitaminA,ug,0.0克,0.0,0.0
28705,脫脂保久稀釋發酵乳,vitaminB1,mg,0.0克,0.01,0.0
28706,脫脂保久稀釋發酵乳,vitaminB2,mg,0.0克,0.01,0.0
28707,脫脂保久稀釋發酵乳,vitaminB6,mg,0.0克,0.01,0.0
28708,脫脂保久稀釋發酵乳,vitaminC,mg,0.0克,0.0,0.0
28709,脫脂保久稀釋發酵乳,vitaminE,mg,0.0克,0.06,0.0
28710,脫脂凝態發酵乳(纖維強化),Ca,mg,0.0克,142.0,0.0
28711,脫脂凝態發酵乳(纖維強化),Fe,mg,0.0克,0.1,0.0
28712,脫脂凝態發酵乳(纖維強化),K,mg,0.0克,205.0,0.0
28713,脫脂凝態發酵乳(纖維強化),Mg,mg,0.0克,13.0,0.0
28714,脫脂凝態發酵乳(纖維強化),Na,mg,0.0克,51.0,0.0
28715,脫脂凝態發酵乳(纖維強化),P,mg,0.0克,98.0,0.0
28716,脫脂凝態發酵乳(纖維強化),Zn,mg,0.0克,0.5,0.0
28717,脫脂凝態發酵乳(纖維強化),carbohydrate,g,0.0克,37.7,0.0
28718,脫脂凝態發酵乳(纖維強化),fat,g,0.0克,1.2590000000000001,0.0
28719,脫脂凝態發酵乳(纖維強化),nicotine,mg,0.0克,0.88,0.0
28720,脫脂凝態發酵乳(纖維強化),others,I.U.,0.0克,0.0,0.0
28721,脫脂凝態發酵乳(纖維強化),others,g,0.0克,79.6,0.0
28722,脫脂凝態發酵乳(纖維強化),others,kcal,0.0克,168.0,0.0
28723,脫脂凝態發酵乳(纖維強化),others,mg,0.0克,4777.0,0.0
28724,脫脂凝態發酵乳(纖維強化),others,ug,0.0克,19.5,0.0
28725,脫脂凝態發酵乳(纖維強化),protein,g,0.0克,8.426,0.0
28726,脫脂凝態發酵乳(纖維強化),vitaminA,ug,0.0克,7.8,0.0
28727,脫脂凝態發酵乳(纖維強化),vitaminB1,mg,0.0克,0.06,0.0
28728,脫脂凝態發酵乳(纖維強化),vitaminB2,mg,0.0克,0.27,0.0
28729,脫脂凝態發酵乳(纖維強化),vitaminB6,mg,0.0克,0.06,0.0
28730,脫脂凝態發酵乳(纖維強化),vitaminC,mg,0.0克,0.0,0.0
28731,脫脂凝態發酵乳(纖維強化),vitaminE,mg,0.0克,0.06,0.0
28732,脫脂奶粉,Ca,mg,9.0克,1406.0,127.0
28733,脫脂奶粉,Fe,mg,9.0克,0.2,0.0
28734,脫脂奶粉,K,mg,9.0克,1758.0,158.0
28735,脫脂奶粉,Mg,mg,9.0克,115.0,10.0
28736,脫脂奶粉,Na,mg,9.0克,338.0,30.0
28737,脫脂奶粉,P,mg,9.0克,1040.0,94.0
28738,脫脂奶粉,Zn,mg,9.0克,4.0,0.4
28739,脫脂奶粉,carbohydrate,g,9.0克,124.4,11.2
28740,脫脂奶粉,fat,g,9.0克,2.237,84.1
28741,脫脂奶粉,nicotine,mg,9.0克,0.74,0.07
28742,脫脂奶粉,others,I.U.,9.0克,0.0,0.0
28743,脫脂奶粉,others,g,9.0克,11.7,1.1
28744,脫脂奶粉,others,kcal,9.0克,722.0,64.0
28745,脫脂奶粉,others,mg,9.0克,37144.0,3344.0
28746,脫脂奶粉,others,ug,9.0克,6.73,0.25
28747,脫脂奶粉,protein,g,9.0克,72.429,3263.3
28748,脫脂奶粉,vitaminA,ug,9.0克,2.4,1.0
28749,脫脂奶粉,vitaminB1,mg,9.0克,0.22,0.02
28750,脫脂奶粉,vitaminB2,mg,9.0克,3.44,0.31
28751,脫脂奶粉,vitaminB6,mg,9.0克,0.49,0.04
28752,脫脂奶粉,vitaminC,mg,9.0克,7.8,0.7
28753,脫脂奶粉,vitaminE,mg,9.0克,0.0,0.0
28754,脫脂奶粉(即溶),Ca,mg,10.0克,141.0,14.0
28755,脫脂奶粉(即溶),Fe,mg,10.0克,0.4,0.0
28756,脫脂奶粉(即溶),K,mg,10.0克,162.0,16.0
28757,脫脂奶粉(即溶),Mg,mg,10.0克,133.0,13.0
28758,脫脂奶粉(即溶),Na,mg,10.0克,435.0,44.0
28759,脫脂奶粉(即溶),P,mg,10.0克,946.0,95.0
28760,脫脂奶粉(即溶),Zn,mg,10.0克,2.2,0.2
28761,脫脂奶粉(即溶),carbohydrate,g,10.0克,117.2,11.700000000000001
28762,脫脂奶粉(即溶),fat,g,10.0克,2.70446,100.55
28763,脫脂奶粉(即溶),nicotine,mg,10.0克,0.9,0.09
28764,脫脂奶粉(即溶),others,I.U.,10.0克,0.0,0.0
28765,脫脂奶粉(即溶),others,g,10.0克,12.2,1.2000000000000002
28766,脫脂奶粉(即溶),others,kcal,10.0克,720.0,72.0
28767,脫脂奶粉(即溶),others,mg,10.0克,43154.0,4315.0
28768,脫脂奶粉(即溶),others,ug,10.0克,2744.13,273.81
28769,脫脂奶粉(即溶),protein,g,10.0克,80.191,4222.8
28770,脫脂奶粉(即溶),vitaminA,ug,10.0克,1362.8999999999999,454.0
28771,脫脂奶粉(即溶),vitaminB1,mg,10.0克,0.36,0.04
28772,脫脂奶粉(即溶),vitaminB2,mg,10.0克,3.63,0.36
28773,脫脂奶粉(即溶),vitaminB6,mg,10.0克,0.07,0.01
28774,脫脂奶粉(即溶),vitaminC,mg,10.0克,11.2,1.1
28775,脫脂奶粉(即溶),vitaminE,mg,10.0克,0.36,0.03
28776,脫脂強化奶粉(抗氧化),Ca,mg,0.0克,1080.0,0.0
28777,脫脂強化奶粉(抗氧化),Fe,mg,0.0克,0.0,0.0
28778,脫脂強化奶粉(抗氧化),K,mg,0.0克,1291.0,0.0
28779,脫脂強化奶粉(抗氧化),Mg,mg,0.0克,122.0,0.0
28780,脫脂強化奶粉(抗氧化),Na,mg,0.0克,496.0,0.0
28781,脫脂強化奶粉(抗氧化),P,mg,0.0克,857.0,0.0
28782,脫脂強化奶粉(抗氧化),Zn,mg,0.0克,4.1,0.0
28783,脫脂強化奶粉(抗氧化),carbohydrate,g,0.0克,57.0,0.0
28784,脫脂強化奶粉(抗氧化),fat,g,0.0克,2.743,0.0
28785,脫脂強化奶粉(抗氧化),nicotine,mg,0.0克,0.37,0.0
28786,脫脂強化奶粉(抗氧化),others,I.U.,0.0克,0.0,0.0
28787,脫脂強化奶粉(抗氧化),others,g,0.0克,10.1,0.0
28788,脫脂強化奶粉(抗氧化),others,kcal,0.0克,731.0,0.0
28789,脫脂強化奶粉(抗氧化),others,mg,0.0克,30675.0,0.0
28790,脫脂強化奶粉(抗氧化),others,ug,0.0克,1806.95,0.0
28791,脫脂強化奶粉(抗氧化),protein,g,0.0克,61.964999999999996,0.0
28792,脫脂強化奶粉(抗氧化),vitaminA,ug,0.0克,898.8,0.0
28793,脫脂強化奶粉(抗氧化),vitaminB1,mg,0.0克,0.36,0.0
28794,脫脂強化奶粉(抗氧化),vitaminB2,mg,0.0克,2.22,0.0
28795,脫脂強化奶粉(抗氧化),vitaminB6,mg,0.0克,0.14,0.0
28796,脫脂強化奶粉(抗氧化),vitaminC,mg,0.0克,97.7,0.0
28797,脫脂強化奶粉(抗氧化),vitaminE,mg,0.0克,18.48,0.0
28798,脫脂強化奶粉(鈣&維生素A強化),Ca,mg,5.0克,1743.0,87.0
28799,脫脂強化奶粉(鈣&維生素A強化),Fe,mg,5.0克,0.4,0.0
28800,脫脂強化奶粉(鈣&維生素A強化),K,mg,5.0克,1516.0,76.0
28801,脫脂強化奶粉(鈣&維生素A強化),Mg,mg,5.0克,124.0,6.0
28802,脫脂強化奶粉(鈣&維生素A強化),Na,mg,5.0克,387.0,19.0
28803,脫脂強化奶粉(鈣&維生素A強化),P,mg,5.0克,1334.0,67.0
28804,脫脂強化奶粉(鈣&維生素A強化),Zn,mg,5.0克,5.2,0.3
28805,脫脂強化奶粉(鈣&維生素A強化),carbohydrate,g,5.0克,116.4,5.8
28806,脫脂強化奶粉(鈣&維生素A強化),fat,g,5.0克,2.76672,51.59
28807,脫脂強化奶粉(鈣&維生素A強化),nicotine,mg,5.0克,2.8,0.14
28808,脫脂強化奶粉(鈣&維生素A強化),others,I.U.,5.0克,0.0,0.0
28809,脫脂強化奶粉(鈣&維生素A強化),others,g,5.0克,12.2,0.6000000000000001
28810,脫脂強化奶粉(鈣&維生素A強化),others,kcal,5.0克,720.0,36.0
28811,脫脂強化奶粉(鈣&維生素A強化),others,mg,5.0克,41073.0,2054.0
28812,脫脂強化奶粉(鈣&維生素A強化),others,ug,5.0克,2888.99,144.8
28813,脫脂強化奶粉(鈣&維生素A強化),protein,g,5.0克,78.05,2005.9
28814,脫脂強化奶粉(鈣&維生素A強化),vitaminA,ug,5.0克,1437.0,240.0
28815,脫脂強化奶粉(鈣&維生素A強化),vitaminB1,mg,5.0克,0.66,0.03
28816,脫脂強化奶粉(鈣&維生素A強化),vitaminB2,mg,5.0克,3.79,0.19
28817,脫脂強化奶粉(鈣&維生素A強化),vitaminB6,mg,5.0克,0.37,0.02
28818,脫脂強化奶粉(鈣&維生素A強化),vitaminC,mg,5.0克,7.2,0.4
28819,脫脂強化奶粉(鈣&維生素A強化),vitaminE,mg,5.0克,0.51,0.03
28820,"脫脂強化奶粉(鈣&維生素C,E強化)",Ca,mg,0.0克,2325.0,0.0
28821,"脫脂強化奶粉(鈣&維生素C,E強化)",Fe,mg,0.0克,0.3,0.0
28822,"脫脂強化奶粉(鈣&維生素C,E強化)",K,mg,0.0克,2020.0,0.0
28823,"脫脂強化奶粉(鈣&維生素C,E強化)",Mg,mg,0.0克,110.0,0.0
28824,"脫脂強化奶粉(鈣&維生素C,E強化)",Na,mg,0.0克,417.0,0.0
28825,"脫脂強化奶粉(鈣&維生素C,E強化)",P,mg,0.0克,1047.0,0.0
28826,"脫脂強化奶粉(鈣&維生素C,E強化)",Zn,mg,0.0克,4.3,0.0
28827,"脫脂強化奶粉(鈣&維生素C,E強化)",carbohydrate,g,0.0克,90.4,0.0
28828,"脫脂強化奶粉(鈣&維生素C,E強化)",fat,g,0.0克,1.882,0.0
28829,"脫脂強化奶粉(鈣&維生素C,E強化)",nicotine,mg,0.0克,0.96,0.0
28830,"脫脂強化奶粉(鈣&維生素C,E強化)",others,I.U.,0.0克,0.0,0.0
28831,"脫脂強化奶粉(鈣&維生素C,E強化)",others,g,0.0克,11.100000000000001,0.0
28832,"脫脂強化奶粉(鈣&維生素C,E強化)",others,kcal,0.0克,720.0,0.0
28833,"脫脂強化奶粉(鈣&維生素C,E強化)",others,mg,0.0克,34901.0,0.0
28834,"脫脂強化奶粉(鈣&維生素C,E強化)",others,ug,0.0克,2253.07,0.0
28835,"脫脂強化奶粉(鈣&維生素C,E強化)",protein,g,0.0克,67.048,0.0
28836,"脫脂強化奶粉(鈣&維生素C,E強化)",vitaminA,ug,0.0克,1119.0,0.0
28837,"脫脂強化奶粉(鈣&維生素C,E強化)",vitaminB1,mg,0.0克,0.4,0.0
28838,"脫脂強化奶粉(鈣&維生素C,E強化)",vitaminB2,mg,0.0克,2.28,0.0
28839,"脫脂強化奶粉(鈣&維生素C,E強化)",vitaminB6,mg,0.0克,0.44,0.0
28840,"脫脂強化奶粉(鈣&維生素C,E強化)",vitaminC,mg,0.0克,116.2,0.0
28841,"脫脂強化奶粉(鈣&維生素C,E強化)",vitaminE,mg,0.0克,38.79,0.0
28842,脫脂強化奶粉(鈣&鐵強化),Ca,mg,6.0克,1894.0,114.0
28843,脫脂強化奶粉(鈣&鐵強化),Fe,mg,6.0克,7.8,0.5
28844,脫脂強化奶粉(鈣&鐵強化),K,mg,6.0克,1775.0,107.0
28845,脫脂強化奶粉(鈣&鐵強化),Mg,mg,6.0克,124.0,7.0
28846,脫脂強化奶粉(鈣&鐵強化),Na,mg,6.0克,416.0,25.0
28847,脫脂強化奶粉(鈣&鐵強化),P,mg,6.0克,695.0,42.0
28848,脫脂強化奶粉(鈣&鐵強化),Zn,mg,6.0克,4.0,0.2
28849,脫脂強化奶粉(鈣&鐵強化),carbohydrate,g,6.0克,118.7,7.1
28850,脫脂強化奶粉(鈣&鐵強化),fat,g,6.0克,1.9189599999999998,40.78
28851,脫脂強化奶粉(鈣&鐵強化),nicotine,mg,6.0克,0.05,0.0
28852,脫脂強化奶粉(鈣&鐵強化),others,I.U.,6.0克,0.0,0.0
28853,脫脂強化奶粉(鈣&鐵強化),others,g,6.0克,11.4,0.6
28854,脫脂強化奶粉(鈣&鐵強化),others,kcal,6.0克,720.0,44.0
28855,脫脂強化奶粉(鈣&鐵強化),others,mg,6.0克,42175.0,2531.0
28856,脫脂強化奶粉(鈣&鐵強化),others,ug,6.0克,1783.85,106.38
28857,脫脂強化奶粉(鈣&鐵強化),protein,g,6.0克,77.095,2493.1
28858,脫脂強化奶粉(鈣&鐵強化),vitaminA,ug,6.0克,888.6,178.0
28859,脫脂強化奶粉(鈣&鐵強化),vitaminB1,mg,6.0克,0.47,0.03
28860,脫脂強化奶粉(鈣&鐵強化),vitaminB2,mg,6.0克,2.71,0.16
28861,脫脂強化奶粉(鈣&鐵強化),vitaminB6,mg,6.0克,0.31,0.02
28862,脫脂強化奶粉(鈣&鐵強化),vitaminC,mg,6.0克,93.6,5.6
28863,脫脂強化奶粉(鈣&鐵強化),vitaminE,mg,6.0克,11.129999999999999,0.66
28864,脫脂強化鮮乳(寡醣強化),Ca,mg,244.0克,101.0,246.0
28865,脫脂強化鮮乳(寡醣強化),Fe,mg,244.0克,0.0,0.0
28866,脫脂強化鮮乳(寡醣強化),K,mg,244.0克,134.0,327.0
28867,脫脂強化鮮乳(寡醣強化),Mg,mg,244.0克,9.0,22.0
28868,脫脂強化鮮乳(寡醣強化),Na,mg,244.0克,33.0,81.0
28869,脫脂強化鮮乳(寡醣強化),P,mg,244.0克,72.0,176.0
28870,脫脂強化鮮乳(寡醣強化),Zn,mg,244.0克,0.9,2.2
28871,脫脂強化鮮乳(寡醣強化),carbohydrate,g,244.0克,14.399999999999999,35.099999999999994
28872,脫脂強化鮮乳(寡醣強化),fat,g,244.0克,0.9690000000000001,898.5
28873,脫脂強化鮮乳(寡醣強化),nicotine,mg,244.0克,0.05,0.12
28874,脫脂強化鮮乳(寡醣強化),others,I.U.,244.0克,0.0,0.0
28875,脫脂強化鮮乳(寡醣強化),others,g,244.0克,91.4,223.0
28876,脫脂強化鮮乳(寡醣強化),others,kcal,244.0克,72.0,176.0
28877,脫脂強化鮮乳(寡醣強化),others,mg,244.0克,3431.0,8372.0
28878,脫脂強化鮮乳(寡醣強化),others,ug,244.0克,4.67,11.66
28879,脫脂強化鮮乳(寡醣強化),protein,g,244.0克,6.165,7485.6
28880,脫脂強化鮮乳(寡醣強化),vitaminA,ug,244.0克,2.4,20.0
28881,脫脂強化鮮乳(寡醣強化),vitaminB1,mg,244.0克,0.03,0.07
28882,脫脂強化鮮乳(寡醣強化),vitaminB2,mg,244.0克,0.17,0.41
28883,脫脂強化鮮乳(寡醣強化),vitaminB6,mg,244.0克,0.05,0.12
28884,脫脂強化鮮乳(寡醣強化),vitaminC,mg,244.0克,0.1,0.2
28885,脫脂強化鮮乳(寡醣強化),vitaminE,mg,244.0克,0.0,0.0
28886,脫脂強化鮮乳(鈣強化),Ca,mg,0.0克,150.0,0.0
28887,脫脂強化鮮乳(鈣強化),Fe,mg,0.0克,0.0,0.0
28888,脫脂強化鮮乳(鈣強化),K,mg,0.0克,182.0,0.0
28889,脫脂強化鮮乳(鈣強化),Mg,mg,0.0克,11.0,0.0
28890,脫脂強化鮮乳(鈣強化),Na,mg,0.0克,49.0,0.0
28891,脫脂強化鮮乳(鈣強化),P,mg,0.0克,149.0,0.0
28892,脫脂強化鮮乳(鈣強化),Zn,mg,0.0克,0.3,0.0
28893,脫脂強化鮮乳(鈣強化),carbohydrate,g,0.0克,6.3,0.0
28894,脫脂強化鮮乳(鈣強化),fat,g,0.0克,0.836,0.0
28895,脫脂強化鮮乳(鈣強化),nicotine,mg,0.0克,0.0,0.0
28896,脫脂強化鮮乳(鈣強化),others,I.U.,0.0克,0.0,0.0
28897,脫脂強化鮮乳(鈣強化),others,g,0.0克,89.9,0.0
28898,脫脂強化鮮乳(鈣強化),others,kcal,0.0克,84.0,0.0
28899,脫脂強化鮮乳(鈣強化),others,mg,0.0克,4031.0,0.0
28900,脫脂強化鮮乳(鈣強化),others,ug,0.0克,6.27,0.0
28901,脫脂強化鮮乳(鈣強化),protein,g,0.0克,7.202,0.0
28902,脫脂強化鮮乳(鈣強化),vitaminA,ug,0.0克,2.1,0.0
28903,脫脂強化鮮乳(鈣強化),vitaminB1,mg,0.0克,0.03,0.0
28904,脫脂強化鮮乳(鈣強化),vitaminB2,mg,0.0克,0.36,0.0
28905,脫脂強化鮮乳(鈣強化),vitaminB6,mg,0.0克,0.03,0.0
28906,脫脂強化鮮乳(鈣強化),vitaminC,mg,0.0克,2.0,0.0
28907,脫脂強化鮮乳(鈣強化),vitaminE,mg,0.0克,0.03,0.0
28908,脫脂強化鮮乳(鐵強化),Ca,mg,0.0克,119.0,0.0
28909,脫脂強化鮮乳(鐵強化),Fe,mg,0.0克,0.7,0.0
28910,脫脂強化鮮乳(鐵強化),K,mg,0.0克,159.0,0.0
28911,脫脂強化鮮乳(鐵強化),Mg,mg,0.0克,12.0,0.0
28912,脫脂強化鮮乳(鐵強化),Na,mg,0.0克,59.0,0.0
28913,脫脂強化鮮乳(鐵強化),P,mg,0.0克,102.0,0.0
28914,脫脂強化鮮乳(鐵強化),Zn,mg,0.0克,0.7,0.0
28915,脫脂強化鮮乳(鐵強化),carbohydrate,g,0.0克,5.6,0.0
28916,脫脂強化鮮乳(鐵強化),fat,g,0.0克,0.47500000000000003,0.0
28917,脫脂強化鮮乳(鐵強化),nicotine,mg,0.0克,0.07,0.0
28918,脫脂強化鮮乳(鐵強化),others,I.U.,0.0克,0.0,0.0
28919,脫脂強化鮮乳(鐵強化),others,g,0.0克,90.1,0.0
28920,脫脂強化鮮乳(鐵強化),others,kcal,0.0克,82.0,0.0
28921,脫脂強化鮮乳(鐵強化),others,mg,0.0克,4476.0,0.0
28922,脫脂強化鮮乳(鐵強化),others,ug,0.0克,11.49,0.0
28923,脫脂強化鮮乳(鐵強化),protein,g,0.0克,8.506,0.0
28924,脫脂強化鮮乳(鐵強化),vitaminA,ug,0.0克,3.5999999999999996,0.0
28925,脫脂強化鮮乳(鐵強化),vitaminB1,mg,0.0克,0.03,0.0
28926,脫脂強化鮮乳(鐵強化),vitaminB2,mg,0.0克,0.34,0.0
28927,脫脂強化鮮乳(鐵強化),vitaminB6,mg,0.0克,0.04,0.0
28928,脫脂強化鮮乳(鐵強化),vitaminC,mg,0.0克,13.3,0.0
28929,脫脂強化鮮乳(鐵強化),vitaminE,mg,0.0克,0.05,0.0
28930,脫脂濃稠發酵乳,Ca,mg,250.0克,76.0,190.0
28931,脫脂濃稠發酵乳,Fe,mg,250.0克,0.0,0.0
28932,脫脂濃稠發酵乳,K,mg,250.0克,97.0,243.0
28933,脫脂濃稠發酵乳,Mg,mg,250.0克,7.0,18.0
28934,脫脂濃稠發酵乳,Na,mg,250.0克,26.0,65.0
28935,脫脂濃稠發酵乳,P,mg,250.0克,60.0,150.0
28936,脫脂濃稠發酵乳,Zn,mg,250.0克,0.2,0.5
28937,脫脂濃稠發酵乳,carbohydrate,g,250.0克,32.699999999999996,81.9
28938,脫脂濃稠發酵乳,fat,g,250.0克,1.096,995.8
28939,脫脂濃稠發酵乳,nicotine,mg,250.0克,0.59,1.48
28940,脫脂濃稠發酵乳,others,I.U.,250.0克,0.0,0.0
28941,脫脂濃稠發酵乳,others,g,250.0克,84.60000000000001,211.60000000000002
28942,脫脂濃稠發酵乳,others,kcal,250.0克,127.0,318.0
28943,脫脂濃稠發酵乳,others,mg,250.0克,3523.0,8808.0
28944,脫脂濃稠發酵乳,others,ug,250.0克,24.61,61.58
28945,脫脂濃稠發酵乳,protein,g,250.0克,6.135,7848.5
28946,脫脂濃稠發酵乳,vitaminA,ug,250.0克,4.2,35.0
28947,脫脂濃稠發酵乳,vitaminB1,mg,250.0克,0.04,0.1
28948,脫脂濃稠發酵乳,vitaminB2,mg,250.0克,0.22,0.55
28949,脫脂濃稠發酵乳,vitaminB6,mg,250.0克,0.05,0.13
28950,脫脂濃稠發酵乳,vitaminC,mg,250.0克,0.1,0.3
28951,脫脂濃稠發酵乳,vitaminE,mg,250.0克,0.03,0.09
28952,脫脂濃稠發酵乳(低熱量),Ca,mg,0.0克,70.0,0.0
28953,脫脂濃稠發酵乳(低熱量),Fe,mg,0.0克,0.0,0.0
28954,脫脂濃稠發酵乳(低熱量),K,mg,0.0克,71.0,0.0
28955,脫脂濃稠發酵乳(低熱量),Mg,mg,0.0克,6.0,0.0
28956,脫脂濃稠發酵乳(低熱量),Na,mg,0.0克,31.0,0.0
28957,脫脂濃稠發酵乳(低熱量),P,mg,0.0克,51.0,0.0
28958,脫脂濃稠發酵乳(低熱量),Zn,mg,0.0克,0.7,0.0
28959,脫脂濃稠發酵乳(低熱量),carbohydrate,g,0.0克,17.5,0.0
28960,脫脂濃稠發酵乳(低熱量),fat,g,0.0克,0.22,0.0
28961,脫脂濃稠發酵乳(低熱量),nicotine,mg,0.0克,0.23,0.0
28962,脫脂濃稠發酵乳(低熱量),others,I.U.,0.0克,0.0,0.0
28963,脫脂濃稠發酵乳(低熱量),others,g,0.0克,90.9,0.0
28964,脫脂濃稠發酵乳(低熱量),others,kcal,0.0克,74.0,0.0
28965,脫脂濃稠發酵乳(低熱量),others,mg,0.0克,2380.0,0.0
28966,脫脂濃稠發酵乳(低熱量),others,ug,0.0克,8.32,0.0
28967,脫脂濃稠發酵乳(低熱量),protein,g,0.0克,4.2620000000000005,0.0
28968,脫脂濃稠發酵乳(低熱量),vitaminA,ug,0.0克,0.0,0.0
28969,脫脂濃稠發酵乳(低熱量),vitaminB1,mg,0.0克,0.02,0.0
28970,脫脂濃稠發酵乳(低熱量),vitaminB2,mg,0.0克,0.14,0.0
28971,脫脂濃稠發酵乳(低熱量),vitaminB6,mg,0.0克,0.04,0.0
28972,脫脂濃稠發酵乳(低熱量),vitaminC,mg,0.0克,0.2,0.0
28973,脫脂濃稠發酵乳(低熱量),vitaminE,mg,0.0克,0.03,0.0
